lsoa_code,borough,major_category,minor_category,value,year,month
E01001680,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,11
E01032805,Southwark,Violence Against the Person,Harassment,4,2016,12
E01004156,Sutton,Violence Against the Person,Assault with Injury,0,2016,7
E01001992,Haringey,Theft and Handling,Other Theft,0,2016,2
E01003884,Richmond upon Thames,Violence Against the Person,Common Assault,0,2016,4
E01002234,Harrow,Violence Against the Person,Harassment,1,2016,7
E01002167,Harrow,Burglary,Burglary in a Dwelling,2,2016,12
E01002065,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,6
E01000430,Bexley,Robbery,Personal Property,0,2016,8
E01004504,Wandsworth,Theft and Handling,Other Theft,1,2016,8
E01002546,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01003341,Lewisham,Theft and Handling,Other Theft Person,0,2016,1
E01000230,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2016,1
E01003040,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,1
E01003828,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,8
E01002798,Islington,Drugs,Other Drugs,0,2016,7
E01000586,Brent,Theft and Handling,Theft From Shops,1,2016,11
E01001926,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,4
E01002813,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,1
E01003933,Southwark,Violence Against the Person,Offensive Weapon,0,2016,1
E01004666,Westminster,Theft and Handling,Theft From Shops,0,2016,11
E01004333,Waltham Forest,Drugs,Drug Trafficking,0,2016,10
E01002275,Havering,Burglary,Burglary in Other Buildings,0,2016,7
E01004313,Tower Hamlets,Robbery,Personal Property,1,2016,1
E01004030,Southwark,Violence Against the Person,Other violence,0,2016,4
E01003417,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2016,3
E01004240,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,7
E01003845,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,2
E01001740,Hackney,Other Notifiable Offences,Going Equipped,0,2016,10
E01003623,Newham,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01001905,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,1,2016,7
E01003551,Newham,Drugs,Other Drugs,0,2016,10
E01001461,Enfield,Burglary,Burglary in a Dwelling,0,2016,7
E01004062,Southwark,Theft and Handling,Other Theft Person,2,2016,10
E01004291,Tower Hamlets,Drugs,Drug Trafficking,0,2016,10
E01002075,Haringey,Criminal Damage,Other Criminal Damage,1,2016,7
E01001761,Hackney,Violence Against the Person,Assault with Injury,1,2016,11
E01003629,Newham,Burglary,Burglary in Other Buildings,0,2016,9
E01003178,Lambeth,Theft and Handling,Other Theft,1,2016,11
E01003855,Richmond upon Thames,Other Notifiable Offences,Going Equipped,0,2016,2
E01001389,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01002878,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01003651,Redbridge,Violence Against the Person,Other violence,0,2016,2
E01032765,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01002781,Islington,Criminal Damage,Criminal Damage To Other Building,0,2016,9
E01003681,Redbridge,Other Notifiable Offences,Other Notifiable,1,2016,9
E01001959,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01002849,Kensington and Chelsea,Drugs,Drug Trafficking,0,2016,11
E01003319,Lewisham,Violence Against the Person,Harassment,1,2016,3
E01002342,Havering,Criminal Damage,Criminal Damage To Other Building,0,2016,12
E01001062,Croydon,Violence Against the Person,Offensive Weapon,1,2016,9
E01004358,Waltham Forest,Violence Against the Person,Harassment,1,2016,6
E01003772,Redbridge,Violence Against the Person,Wounding/GBH,0,2016,2
E01001268,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2016,2
E01001668,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,8
E01004344,Waltham Forest,Burglary,Burglary in Other Buildings,2,2016,4
E01033322,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01002819,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01001382,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,5
E01001348,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,3
E01002553,Hillingdon,Violence Against the Person,Harassment,3,2016,10
E01033325,Lewisham,Criminal Damage,Other Criminal Damage,1,2016,12
E01003074,Lambeth,Sexual Offences,Other Sexual,0,2016,1
E01004312,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,5
E01003824,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2016,12
E01002075,Haringey,Violence Against the Person,Offensive Weapon,0,2016,5
E01000273,Barnet,Burglary,Burglary in Other Buildings,0,2016,1
E01000338,Bexley,Burglary,Burglary in Other Buildings,0,2016,12
E01000792,Bromley,Violence Against the Person,Offensive Weapon,0,2016,10
E01002367,Havering,Theft and Handling,Other Theft Person,0,2016,12
E01003161,Lambeth,Violence Against the Person,Harassment,0,2016,10
E01003127,Lambeth,Burglary,Burglary in Other Buildings,1,2016,5
E01003227,Lewisham,Other Notifiable Offences,Other Notifiable,0,2016,10
E01003556,Newham,Robbery,Personal Property,0,2016,12
E01003593,Newham,Robbery,Business Property,0,2016,6
E01003632,Newham,Drugs,Possession Of Drugs,0,2016,2
E01003185,Lambeth,Drugs,Possession Of Drugs,1,2016,5
E01003157,Lambeth,Other Notifiable Offences,Other Notifiable,1,2016,2
E01002165,Harrow,Violence Against the Person,Other violence,0,2016,5
E01002775,Islington,Other Notifiable Offences,Going Equipped,0,2016,1
E01003852,Richmond upon Thames,Theft and Handling,Theft From Motor Vehicle,4,2016,7
E01004234,Tower Hamlets,Drugs,Other Drugs,0,2016,2
E01003926,Southwark,Violence Against the Person,Harassment,1,2016,9
E01002327,Havering,Robbery,Personal Property,0,2016,4
E01004411,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01002306,Havering,Robbery,Business Property,0,2016,12
E01000482,Brent,Criminal Damage,Criminal Damage To Dwelling,1,2016,10
E01002613,Hounslow,Other Notifiable Offences,Going Equipped,0,2016,3
E01003974,Southwark,Sexual Offences,Other Sexual,0,2016,2
E01004587,Wandsworth,Robbery,Personal Property,0,2016,5
E01001991,Haringey,Theft and Handling,Handling Stolen Goods,0,2016,9
E01004447,Waltham Forest,Other Notifiable Offences,Other Notifiable,0,2016,2
E01001176,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01033584,Newham,Drugs,Possession Of Drugs,1,2016,12
E01003538,Newham,Theft and Handling,Handling Stolen Goods,0,2016,5
E01004729,Westminster,Theft and Handling,Handling Stolen Goods,0,2016,9
E01001240,Ealing,Burglary,Burglary in a Dwelling,0,2016,5
E01000756,Bromley,Burglary,Burglary in Other Buildings,0,2016,12
E01000216,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,9
E01000445,Bexley,Violence Against the Person,Assault with Injury,0,2016,5
E01001498,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01000512,Brent,Drugs,Possession Of Drugs,1,2016,11
E01002147,Harrow,Violence Against the Person,Common Assault,0,2016,9
E01002430,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,1
E01004569,Wandsworth,Theft and Handling,Other Theft Person,1,2016,11
E01003998,Southwark,Violence Against the Person,Wounding/GBH,0,2016,11
E01002731,Islington,Burglary,Burglary in a Dwelling,2,2016,6
E01003556,Newham,Violence Against the Person,Harassment,3,2016,7
E01002267,Havering,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01001581,Greenwich,Drugs,Drug Trafficking,0,2016,9
E01002396,Hillingdon,Burglary,Burglary in Other Buildings,0,2016,10
E01000525,Brent,Violence Against the Person,Harassment,0,2016,7
E01003826,Richmond upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,8
E01032772,Tower Hamlets,Theft and Handling,Other Theft,0,2016,8
E01002153,Harrow,Violence Against the Person,Wounding/GBH,1,2016,12
E01003090,Lambeth,Robbery,Personal Property,3,2016,9
E01003457,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,10
E01033731,Greenwich,Robbery,Business Property,0,2016,1
E01000881,Camden,Drugs,Drug Trafficking,0,2016,8
E01004675,Westminster,Violence Against the Person,Harassment,1,2016,2
E01004328,Waltham Forest,Robbery,Business Property,0,2016,5
E01000429,Bexley,Violence Against the Person,Harassment,3,2016,9
E01003201,Lewisham,Violence Against the Person,Offensive Weapon,0,2016,3
E01002162,Harrow,Theft and Handling,Theft From Motor Vehicle,3,2016,11
E01000242,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01001868,Hammersmith and Fulham,Robbery,Business Property,0,2016,5
E01003669,Redbridge,Theft and Handling,Theft From Motor Vehicle,1,2016,3
E01003137,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,9
E01003743,Redbridge,Criminal Damage,Criminal Damage To Other Building,0,2016,10
E01002164,Harrow,Violence Against the Person,Wounding/GBH,0,2016,3
E01033585,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,2,2016,8
E01003370,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01002463,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2016,7
E01001559,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2016,4
E01003846,Richmond upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,12
E01003378,Merton,Violence Against the Person,Common Assault,3,2016,5
E01004338,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,7
E01000105,Barking and Dagenham,Theft and Handling,Other Theft,6,2016,6
E01003076,Lambeth,Violence Against the Person,Other violence,3,2016,4
E01002642,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,8
E01002441,Hillingdon,Theft and Handling,Theft From Shops,0,2016,6
E01002530,Hillingdon,Fraud or Forgery,Counted per Victim,0,2016,12
E01004084,Sutton,Criminal Damage,Criminal Damage To Dwelling,0,2016,1
E01001735,Hackney,Sexual Offences,Other Sexual,0,2016,6
E01003581,Newham,Criminal Damage,Other Criminal Damage,0,2016,12
E01000359,Bexley,Drugs,Drug Trafficking,0,2016,8
E01000739,Bromley,Other Notifiable Offences,Other Notifiable,0,2016,3
E01033608,Westminster,Theft and Handling,Other Theft Person,0,2016,8
E01000539,Brent,Violence Against the Person,Wounding/GBH,0,2016,12
E01004497,Wandsworth,Burglary,Burglary in a Dwelling,0,2016,1
E01003810,Richmond upon Thames,Violence Against the Person,Assault with Injury,1,2016,7
E01002208,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01000716,Bromley,Theft and Handling,Other Theft Person,0,2016,3
E01003630,Newham,Theft and Handling,Handling Stolen Goods,0,2016,5
E01004560,Wandsworth,Theft and Handling,Other Theft Person,2,2016,1
E01000150,Barnet,Robbery,Personal Property,0,2016,4
E01000126,Barnet,Theft and Handling,Other Theft Person,0,2016,1
E01002424,Hillingdon,Violence Against the Person,Offensive Weapon,0,2016,5
E01001891,Hammersmith and Fulham,Violence Against the Person,Other violence,1,2016,4
E01000812,Bromley,Theft and Handling,Theft From Shops,1,2016,10
E01000744,Bromley,Theft and Handling,Theft From Shops,0,2016,11
E01001756,Hackney,Fraud or Forgery,Counted per Victim,0,2016,4
E01003535,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,5
E01001504,Enfield,Criminal Damage,Other Criminal Damage,0,2016,7
E01001495,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,10
E01000264,Barnet,Theft and Handling,Handling Stolen Goods,0,2016,11
E01001053,Croydon,Drugs,Drug Trafficking,0,2016,8
E01000773,Bromley,Other Notifiable Offences,Other Notifiable,0,2016,9
E01003157,Lambeth,Burglary,Burglary in Other Buildings,2,2016,4
E01001390,Enfield,Violence Against the Person,Other violence,0,2016,6
E01003445,Merton,Criminal Damage,Other Criminal Damage,0,2016,4
E01003882,Richmond upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2016,6
E01001487,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01001789,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,3
E01003348,Lewisham,Drugs,Drug Trafficking,0,2016,5
E01001920,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,0,2016,11
E01003921,Southwark,Criminal Damage,Other Criminal Damage,0,2016,12
E01000453,Bexley,Theft and Handling,Theft From Motor Vehicle,0,2016,6
E01001095,Croydon,Violence Against the Person,Other violence,0,2016,1
E01000835,Bromley,Burglary,Burglary in a Dwelling,0,2016,5
E01003887,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,11
E01004416,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,7
E01000374,Bexley,Theft and Handling,Handling Stolen Goods,0,2016,1
E01002906,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,0,2016,6
E01004430,Waltham Forest,Violence Against the Person,Harassment,4,2016,9
E01000452,Bexley,Criminal Damage,Criminal Damage To Dwelling,0,2016,6
E01003766,Redbridge,Violence Against the Person,Assault with Injury,2,2016,10
E01003761,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01003359,Merton,Fraud or Forgery,Other Fraud & Forgery,0,2016,12
E01000651,Bromley,Theft and Handling,Theft From Motor Vehicle,0,2016,6
E01002978,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,5
E01004509,Wandsworth,Criminal Damage,Other Criminal Damage,1,2016,6
E01003922,Southwark,Violence Against the Person,Murder,0,2016,7
E01001000,Croydon,Drugs,Possession Of Drugs,1,2016,6
E01003265,Lewisham,Theft and Handling,Other Theft Person,0,2016,11
E01004492,Wandsworth,Violence Against the Person,Wounding/GBH,1,2016,12
E01002527,Hillingdon,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,1
E01004013,Southwark,Violence Against the Person,Murder,0,2016,6
E01001492,Enfield,Burglary,Burglary in a Dwelling,1,2016,7
E01003099,Lambeth,Robbery,Personal Property,2,2016,12
E01002603,Hounslow,Violence Against the Person,Common Assault,0,2016,8
E01001166,Croydon,Burglary,Burglary in a Dwelling,0,2016,9
E01002474,Hillingdon,Robbery,Personal Property,0,2016,3
E01003552,Newham,Theft and Handling,Handling Stolen Goods,0,2016,1
E01001273,Ealing,Theft and Handling,Theft From Shops,0,2016,11
E01001309,Ealing,Violence Against the Person,Murder,0,2016,12
E01033593,Westminster,Violence Against the Person,Wounding/GBH,1,2016,11
E01001816,Hackney,Drugs,Possession Of Drugs,1,2016,2
E01004607,Wandsworth,Robbery,Business Property,0,2016,9
E01001043,Croydon,Drugs,Other Drugs,0,2016,10
E01003316,Lewisham,Burglary,Burglary in Other Buildings,0,2016,1
E01032803,Southwark,Violence Against the Person,Other violence,1,2016,8
E01003011,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,3
E01000222,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,7
E01004700,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,2
E01001072,Croydon,Violence Against the Person,Harassment,1,2016,12
E01000231,Barnet,Theft and Handling,Other Theft Person,0,2016,8
E01001133,Croydon,Robbery,Personal Property,0,2016,10
E01001544,Enfield,Theft and Handling,Theft From Shops,0,2016,1
E01001929,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,0,2016,2
E01003793,Redbridge,Theft and Handling,Other Theft,9,2016,10
E01003480,Newham,Theft and Handling,Other Theft,1,2016,7
E01002152,Harrow,Theft and Handling,Handling Stolen Goods,0,2016,2
E01000742,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01004755,Westminster,Drugs,Other Drugs,0,2016,2
E01001314,Ealing,Theft and Handling,Other Theft,0,2016,7
E01003910,Richmond upon Thames,Violence Against the Person,Harassment,2,2016,4
E01000532,Brent,Robbery,Personal Property,0,2016,9
E01003436,Merton,Theft and Handling,Other Theft,0,2016,12
E01000560,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,10
E01001444,Enfield,Violence Against the Person,Other violence,0,2016,12
E01000945,Camden,Theft and Handling,Other Theft,13,2016,8
E01001716,Hackney,Robbery,Personal Property,0,2016,8
E01033700,Hackney,Robbery,Personal Property,1,2016,4
E01001481,Enfield,Criminal Damage,Other Criminal Damage,2,2016,9
E01004444,Waltham Forest,Other Notifiable Offences,Other Notifiable,0,2016,5
E01002422,Hillingdon,Robbery,Personal Property,0,2016,3
E01000465,Bexley,Fraud or Forgery,Counted per Victim,0,2016,8
E01001759,Hackney,Violence Against the Person,Wounding/GBH,0,2016,7
E01002874,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,0,2016,10
E01002428,Hillingdon,Violence Against the Person,Offensive Weapon,0,2016,4
E01002489,Hillingdon,Violence Against the Person,Murder,0,2016,3
E01004141,Sutton,Violence Against the Person,Common Assault,0,2016,11
E01032638,Southwark,Burglary,Burglary in Other Buildings,3,2016,2
E01004236,Tower Hamlets,Drugs,Drug Trafficking,0,2016,2
E01002990,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,3
E01000732,Bromley,Other Notifiable Offences,Other Notifiable,0,2016,7
E01000830,Bromley,Criminal Damage,Other Criminal Damage,0,2016,4
E01003402,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,5
E01001407,Enfield,Theft and Handling,Other Theft Person,0,2016,7
E01003492,Newham,Burglary,Burglary in Other Buildings,0,2016,5
E01000696,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2016,3
E01001829,Hackney,Violence Against the Person,Other violence,0,2016,10
E01033599,Westminster,Violence Against the Person,Wounding/GBH,0,2016,2
E01004612,Wandsworth,Theft and Handling,Theft From Shops,0,2016,5
E01000996,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01004474,Wandsworth,Violence Against the Person,Wounding/GBH,0,2016,9
E01004249,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2016,10
E01004361,Waltham Forest,Theft and Handling,Theft From Motor Vehicle,0,2016,1
E01000480,Brent,Violence Against the Person,Common Assault,0,2016,2
E01001235,Ealing,Sexual Offences,Other Sexual,0,2016,4
E01001606,Greenwich,Burglary,Burglary in Other Buildings,0,2016,11
E01000390,Bexley,Criminal Damage,Criminal Damage To Dwelling,0,2016,4
E01001835,Hackney,Drugs,Possession Of Drugs,0,2016,9
